team_won,team_lost,stars_of_tournament,shape,event_name,score,time,team1,team2,target
GUN5,Into the Breach,0,bo3,A1 Gaming League Season 9,2 - 0,Results for October 13th 2024,GUN5,Into the Breach,1
DMS,Aurora Young Blud,0,bo3,Winline Insight Season 6,2 - 1,Results for October 13th 2024,DMS,Aurora Young Blud,1
FAVBET,RUSH B,0,bo3,A1 Gaming League Season 9,2 - 1,Results for October 13th 2024,FAVBET,RUSH B,1
Spirit Academy,SINNERS,0,bo3,CCT Season 2 Europe Series 14,2 - 1,Results for October 13th 2024,Spirit Academy,SINNERS,1
ECSTATIC,Nexus,0,bo3,A1 Gaming League Season 9,1 - 2,Results for October 13th 2024,Nexus,ECSTATIC,0
FLUFFY AIMERS,Final Form,0,anc,Hol1day Cash Cup 1,13 - 8,Results for October 13th 2024,FLUFFY AIMERS,Final Form,1
Fisher College,InControl,0,anc,Hol1day Cash Cup 1,10 - 13,Results for October 13th 2024,InControl,Fisher College,0
MOUZ,FURIA,2,bo3,IEM Rio 2024,0 - 2,Results for October 12th 2024,FURIA,MOUZ,0
Illuminar,Mission Possible,0,bo3,RTV Euro AGD Game Zone Masters 2024 Closed Qualifier,2 - 0,Results for October 12th 2024,Illuminar,Mission Possible,1
SINNERS,GUN5,0,bo3,CCT Season 2 Europe Series 14,0 - 2,Results for October 12th 2024,GUN5,SINNERS,0
FURIA fe,Fluxo Demons,0,bo3,Brasil Game Show 2024 Women Finals,2 - 0,Results for October 12th 2024,FURIA fe,Fluxo Demons,1
500,CYBERSHOKE,0,bo3,A1 Gaming League Season 9,2 - 1,Results for October 12th 2024,500,CYBERSHOKE,1
Natus Vincere,HEROIC,2,bo3,IEM Rio 2024,1 - 2,Results for October 12th 2024,HEROIC,Natus Vincere,0
Mission Possible,Passion UA,0,anb,RTV Euro AGD Game Zone Masters 2024 Closed Qualifier,10 - 13,Results for October 12th 2024,Passion UA,Mission Possible,0
Spirit Academy,3DMAX,0,bo3,CCT Season 2 Europe Series 14,1 - 2,Results for October 12th 2024,3DMAX,Spirit Academy,0
megoshort,Lilmix,0,bo3,Svenska Cupen 2024 Closed Qualifier,2 - 1,Results for October 12th 2024,megoshort,Lilmix,1
9 Pandas,NewBALLS,0,bo3,Winline Insight Season 6,2 - 0,Results for October 12th 2024,9 Pandas,NewBALLS,1
Illuminar,ex-Enterprise,0,anc,RTV Euro AGD Game Zone Masters 2024 Closed Qualifier,8 - 13,Results for October 12th 2024,ex-Enterprise,Illuminar,0
Gaimin Gladiators,Rhyno,0,bo3,A1 Gaming League Season 9,0 - 2,Results for October 12th 2024,Rhyno,Gaimin Gladiators,0
Sashi,Fire Flux,0,bo3,Winline Insight Season 6,2 - 1,Results for October 12th 2024,Sashi,Fire Flux,1
Aurora,Metizport,0,bo3,CCT Season 2 Europe Series 14,0 - 2,Results for October 12th 2024,Metizport,Aurora,0
Permitta,Sampi,0,bo3,A1 Gaming League Season 9,1 - 2,Results for October 12th 2024,Sampi,Permitta,0
FAVBET,Passion UA,0,bo3,CCT Season 2 Europe Series 14,2 - 1,Results for October 12th 2024,FAVBET,Passion UA,1
NAVI Junior,ARCRED,0,bo3,A1 Gaming League Season 9,2 - 0,Results for October 12th 2024,NAVI Junior,ARCRED,1
ShindeN,LaChampionsLiga,0,bo3,Argentina Game Show 2024,2 - 1,Results for October 12th 2024,ShindeN,LaChampionsLiga,1
MOUZ,Vitality,4,bo3,IEM Rio 2024,1 - 2,Results for October 12th 2024,Vitality,MOUZ,0
Insomnia,500 Rush,0,bo3,RTV Euro AGD Game Zone Masters 2024 Closed Qualifier,1 - 2,Results for October 12th 2024,500 Rush,Insomnia,0
SINNERS,Monte,0,bo3,CCT Season 2 Europe Series 14,2 - 0,Results for October 11th 2024,SINNERS,Monte,1
Insomnia,Apogee,0,bo3,RTV Euro AGD Game Zone Masters 2024 Closed Qualifier,0 - 2,Results for October 11th 2024,Apogee,Insomnia,0
GUN5,GamerLegion,0,bo3,CCT Season 2 Europe Series 14,0 - 2,Results for October 11th 2024,GamerLegion,GUN5,0
Natus Vincere,Virtus.pro,3,bo3,IEM Rio 2024,0 - 2,Results for October 11th 2024,Virtus.pro,Natus Vincere,0
Endpoint,ARCRED,0,bo3,Winline Insight Season 6,2 - 0,Results for October 11th 2024,Endpoint,ARCRED,1
FAVBET,BetBoom,0,bo3,CCT Season 2 Europe Series 14,1 - 2,Results for October 11th 2024,BetBoom,FAVBET,0
Gaimin Gladiators,HOTU,0,bo3,Winline Insight Season 6,2 - 1,Results for October 11th 2024,Gaimin Gladiators,HOTU,1
Passion UA,Cloud9,0,bo3,CCT Season 2 Europe Series 14,1 - 2,Results for October 11th 2024,Cloud9,Passion UA,0
Permitta,500 Rush,0,bo3,RTV Euro AGD Game Zone Masters 2024 Closed Qualifier,0 - 2,Results for October 11th 2024,500 Rush,Permitta,0
Lilmix,Knaeskydd,0,bo3,Svenska Cupen 2024 Closed Qualifier,2 - 1,Results for October 10th 2024,Lilmix,Knaeskydd,1
3DMAX,CYBERSHOKE,0,bo3,CCT Season 2 Europe Series 14,2 - 0,Results for October 10th 2024,3DMAX,CYBERSHOKE,1
Permitta,Insomnia,0,mrg,RTV Euro AGD Game Zone Masters 2024 Closed Qualifier,13 - 8,Results for October 10th 2024,Permitta,Insomnia,1
Spirit Academy,OG,0,bo3,CCT Season 2 Europe Series 14,1 - 2,Results for October 10th 2024,OG,Spirit Academy,0
500 Rush,Apogee,0,nuke,RTV Euro AGD Game Zone Masters 2024 Closed Qualifier,8 - 13,Results for October 10th 2024,Apogee,500 Rush,0
Permitta,GUN5,0,bo3,YaLLa Compass Fall 2024 Contenders,0 - 2,Results for October 10th 2024,GUN5,Permitta,0
Space,TSM,0,bo3,Winline Insight Season 6,1 - 2,Results for October 10th 2024,TSM,Space,0
Gaimin Gladiators,CYBERSHOKE,0,bo3,YaLLa Compass Fall 2024 Contenders,0 - 2,Results for October 10th 2024,CYBERSHOKE,Gaimin Gladiators,0
Metizport,fnatic,0,bo3,CCT Season 2 Europe Series 14,0 - 2,Results for October 10th 2024,fnatic,Metizport,0
Insilio,FAVBET,0,bo3,YaLLa Compass Fall 2024 Contenders,2 - 1,Results for October 10th 2024,Insilio,FAVBET,1
Rooster,MANTRA,0,inf,ESL Challenger League Season 48 Oceania,14 - 16,Results for October 10th 2024,MANTRA,Rooster,0
Aurora,Zero Tenacity,0,bo3,CCT Season 2 Europe Series 14,2 - 1,Results for October 10th 2024,Aurora,Zero Tenacity,1
MANTRA,Rooster,0,anb,ESL Challenger League Season 48 Oceania,7 - 13,Results for October 10th 2024,Rooster,MANTRA,0
LAG,Take Flyte,0,mrg,ESL Challenger League Season 48 North America,8 - 13,Results for October 10th 2024,Take Flyte,LAG,0
M80,BOSS,1,anb,ESL Challenger League Season 48 North America,1 - 13,Results for October 10th 2024,BOSS,M80,0
timbermen,Limitless,0,anb,ESL Challenger League Season 48 North America,7 - 13,Results for October 10th 2024,Limitless,timbermen,0
Nouns,Mythic,0,vtg,ESL Challenger League Season 48 North America,8 - 13,Results for October 10th 2024,Mythic,Nouns,0
Legacy,E-Xolos LAZER,0,mrg,ESL Challenger League Season 48 North America,6 - 13,Results for October 10th 2024,E-Xolos LAZER,Legacy,0
Take Flyte,LAG,0,anb,ESL Challenger League Season 48 North America,19 - 22,Results for October 10th 2024,LAG,Take Flyte,0
Revenge Nation,FLUFFY AIMERS,0,vtg,ESL Challenger League Season 48 North America,13 - 11,Results for October 10th 2024,Revenge Nation,FLUFFY AIMERS,1
BOSS,M80,1,anc,ESL Challenger League Season 48 North America,11 - 13,Results for October 10th 2024,M80,BOSS,0
Limitless,timbermen,0,mrg,ESL Challenger League Season 48 North America,7 - 13,Results for October 10th 2024,timbermen,Limitless,0
Legacy,E-Xolos LAZER,0,anc,ESL Challenger League Season 48 North America,13 - 5,Results for October 10th 2024,Legacy,E-Xolos LAZER,1
Nouns,Mythic,0,nuke,ESL Challenger League Season 48 North America,13 - 5,Results for October 10th 2024,Nouns,Mythic,1
Revenge Nation,FLUFFY AIMERS,0,d2,ESL Challenger League Season 48 North America,3 - 13,Results for October 10th 2024,FLUFFY AIMERS,Revenge Nation,0
BESTIA,KRÜ,0,mrg,ESL Challenger League Season 48 South America,14 - 16,Results for October 10th 2024,KRÜ,BESTIA,0
MIBR,RED Canids,1,anb,ESL Challenger League Season 48 South America,6 - 13,Results for October 10th 2024,RED Canids,MIBR,0
Case,Hype,0,anc,ESL Challenger League Season 48 South America,13 - 4,Results for October 10th 2024,Case,Hype,1
Imperial,Solid,0,inf,ESL Challenger League Season 48 South America,3 - 13,Results for October 10th 2024,Solid,Imperial,0
ODDIK,Dusty Roots,0,nuke,ESL Challenger League Season 48 South America,13 - 5,Results for October 10th 2024,ODDIK,Dusty Roots,1
MIBR,RED Canids,1,nuke,ESL Challenger League Season 48 South America,13 - 8,Results for October 10th 2024,MIBR,RED Canids,1
Imperial,Solid,0,d2,ESL Challenger League Season 48 South America,13 - 9,Results for October 10th 2024,Imperial,Solid,1
BESTIA,KRÜ,0,d2,ESL Challenger League Season 48 South America,13 - 8,Results for October 10th 2024,BESTIA,KRÜ,1
Hype,Case,0,nuke,ESL Challenger League Season 48 South America,13 - 7,Results for October 10th 2024,Hype,Case,1
ODDIK,Dusty Roots,0,anc,ESL Challenger League Season 48 South America,3 - 13,Results for October 10th 2024,Dusty Roots,ODDIK,0
MOUZ,FaZe,3,bo3,IEM Rio 2024,1 - 2,Results for October 10th 2024,FaZe,MOUZ,0
Virtus.pro,The MongolZ,2,bo3,IEM Rio 2024,2 - 0,Results for October 9th 2024,Virtus.pro,The MongolZ,1
Party Astronauts,Wildcard,0,def,ESL Challenger League Season 48 North America,0 - 1,Results for October 9th 2024,Wildcard,Party Astronauts,0
Party Astronauts,Wildcard,0,def,ESL Challenger League Season 48 North America,1 - 0,Results for October 9th 2024,Party Astronauts,Wildcard,1
inSanitY,paiN,1,def,ESL Challenger League Season 48 South America,0 - 1,Results for October 9th 2024,paiN,inSanitY,0
inSanitY,paiN,1,def,ESL Challenger League Season 48 South America,1 - 0,Results for October 9th 2024,inSanitY,paiN,1
Kappa Bar,megoshort,0,bo3,Svenska Cupen 2024 Closed Qualifier,0 - 2,Results for October 9th 2024,megoshort,Kappa Bar,0
FURIA,Natus Vincere,2,bo3,IEM Rio 2024,2 - 0,Results for October 9th 2024,FURIA,Natus Vincere,1
HEROIC,Vitality,2,bo3,IEM Rio 2024,0 - 2,Results for October 9th 2024,Vitality,HEROIC,0
The MongolZ,Eternal Fire,2,bo3,IEM Rio 2024,2 - 1,Results for October 9th 2024,The MongolZ,Eternal Fire,1
Virtus.pro,Astralis,2,bo3,IEM Rio 2024,2 - 0,Results for October 9th 2024,Virtus.pro,Astralis,1
KZG,Rooster,0,anb,ESL Challenger League Season 48 Oceania,4 - 13,Results for October 9th 2024,Rooster,KZG,0
DXA,Arcade,0,d2,ESL Challenger League Season 48 Oceania,14 - 16,Results for October 9th 2024,Arcade,DXA,0
The Art of War,MANTRA,0,nuke,ESL Challenger League Season 48 Oceania,13 - 8,Results for October 9th 2024,The Art of War,MANTRA,1
Rooster,KZG,0,inf,ESL Challenger League Season 48 Oceania,13 - 16,Results for October 9th 2024,KZG,Rooster,0
500,HOTU,0,bo3,YaLLa Compass Fall 2024 Contenders,0 - 2,Results for October 9th 2024,HOTU,500,0
The Art of War,MANTRA,0,anc,ESL Challenger League Season 48 Oceania,8 - 13,Results for October 9th 2024,MANTRA,The Art of War,0
Arcade,DXA,0,mrg,ESL Challenger League Season 48 Oceania,4 - 13,Results for October 9th 2024,DXA,Arcade,0
Nouns,NRG,0,d2,ESL Challenger League Season 48 North America,8 - 13,Results for October 9th 2024,NRG,Nouns,0
Limitless,Mythic,0,nuke,ESL Challenger League Season 48 North America,13 - 6,Results for October 9th 2024,Limitless,Mythic,1
E-Xolos LAZER,Take Flyte,0,nuke,ESL Challenger League Season 48 North America,8 - 13,Results for October 9th 2024,Take Flyte,E-Xolos LAZER,0
timbermen,FLUFFY AIMERS,0,anc,ESL Challenger League Season 48 North America,9 - 13,Results for October 9th 2024,FLUFFY AIMERS,timbermen,0
M80,Legacy,1,d2,ESL Challenger League Season 48 North America,3 - 13,Results for October 9th 2024,Legacy,M80,0
Party Astronauts,Revenge Nation,0,anc,ESL Challenger League Season 48 North America,3 - 13,Results for October 9th 2024,Revenge Nation,Party Astronauts,0
Nouns,NRG,0,anc,ESL Challenger League Season 48 North America,13 - 8,Results for October 9th 2024,Nouns,NRG,1
Limitless,Mythic,0,mrg,ESL Challenger League Season 48 North America,7 - 13,Results for October 9th 2024,Mythic,Limitless,0
FLUFFY AIMERS,timbermen,0,d2,ESL Challenger League Season 48 North America,7 - 13,Results for October 9th 2024,timbermen,FLUFFY AIMERS,0
E-Xolos LAZER,Take Flyte,0,anc,ESL Challenger League Season 48 North America,13 - 6,Results for October 9th 2024,E-Xolos LAZER,Take Flyte,1
Party Astronauts,Revenge Nation,0,mrg,ESL Challenger League Season 48 North America,13 - 4,Results for October 9th 2024,Party Astronauts,Revenge Nation,1
Legacy,M80,1,anc,ESL Challenger League Season 48 North America,0 - 13,Results for October 9th 2024,M80,Legacy,0
Imperial,paiN,1,mrg,ESL Challenger League Season 48 South America,19 - 17,Results for October 9th 2024,Imperial,paiN,1
Hype,Solid,0,d2,ESL Challenger League Season 48 South America,13 - 11,Results for October 9th 2024,Hype,Solid,1
MIBR,KRÜ,1,anc,ESL Challenger League Season 48 South America,13 - 11,Results for October 9th 2024,MIBR,KRÜ,1
Sharks,Case,0,mrg,ESL Challenger League Season 48 South America,13 - 7,Results for October 9th 2024,Sharks,Case,1
RED Canids,Dusty Roots,0,mrg,ESL Challenger League Season 48 South America,11 - 13,Results for October 9th 2024,Dusty Roots,RED Canids,0
Solid,Hype,0,mrg,ESL Challenger League Season 48 South America,13 - 10,Results for October 9th 2024,Solid,Hype,1
M80,Wildcard,1,def,ESL Challenger League Season 48 North America,0 - 1,Results for October 9th 2024,Wildcard,M80,0
MIBR,KRÜ,1,nuke,ESL Challenger League Season 48 South America,2 - 13,Results for October 9th 2024,KRÜ,MIBR,0
paiN,Imperial,1,inf,ESL Challenger League Season 48 South America,13 - 3,Results for October 9th 2024,paiN,Imperial,1
M80,Wildcard,1,def,ESL Challenger League Season 48 North America,1 - 0,Results for October 9th 2024,M80,Wildcard,1
RED Canids,Dusty Roots,0,nuke,ESL Challenger League Season 48 South America,13 - 2,Results for October 9th 2024,RED Canids,Dusty Roots,1
Sharks,Case,0,vtg,ESL Challenger League Season 48 South America,3 - 13,Results for October 9th 2024,Case,Sharks,0
Case,Fluxo,0,def,ESL Challenger League Season 48 South America,0 - 1,Results for October 9th 2024,Fluxo,Case,0
Case,Fluxo,0,def,ESL Challenger League Season 48 South America,1 - 0,Results for October 9th 2024,Case,Fluxo,1
RED Canids,Players,0,def,ESL Challenger League Season 48 South America,0 - 1,Results for October 9th 2024,Players,RED Canids,0
RED Canids,Players,0,def,ESL Challenger League Season 48 South America,1 - 0,Results for October 9th 2024,RED Canids,Players,1
MOUZ,Complexity,3,bo3,IEM Rio 2024,2 - 0,Results for October 9th 2024,MOUZ,Complexity,1
FaZe,Liquid,3,bo3,IEM Rio 2024,2 - 0,Results for October 8th 2024,FaZe,Liquid,1
Solid,RED Canids,0,d2,ESL Challenger League Season 48 South America,16 - 14,Results for October 8th 2024,Solid,RED Canids,1
paiN,MIBR,2,vtg,ESL Challenger League Season 48 South America,16 - 14,Results for October 8th 2024,paiN,MIBR,1
Solid,RED Canids,0,mrg,ESL Challenger League Season 48 South America,14 - 16,Results for October 8th 2024,RED Canids,Solid,0
HEROIC,Astralis,2,bo3,IEM Rio 2024,2 - 0,Results for October 8th 2024,HEROIC,Astralis,1
paiN,MIBR,2,mrg,ESL Challenger League Season 48 South America,1 - 13,Results for October 8th 2024,MIBR,paiN,0
Kappa Bar,Knaeskydd,0,bo3,Svenska Cupen 2024 Closed Qualifier,2 - 0,Results for October 8th 2024,Kappa Bar,Knaeskydd,1
Eternal Fire,G2,3,bo3,IEM Rio 2024,0 - 2,Results for October 8th 2024,G2,Eternal Fire,0
FAVBET,TSM,0,bo3,CCT Season 2 Europe Series 14,1 - 2,Results for October 8th 2024,TSM,FAVBET,0
Virtus.pro,9z,1,bo3,IEM Rio 2024,1 - 2,Results for October 8th 2024,9z,Virtus.pro,0
Vitality,The MongolZ,2,bo3,IEM Rio 2024,2 - 0,Results for October 8th 2024,Vitality,The MongolZ,1
CYBERSHOKE,ECSTATIC,0,bo3,CCT Season 2 Europe Series 14,2 - 0,Results for October 8th 2024,CYBERSHOKE,ECSTATIC,1
ALTERNATE aTTaX,Monte Gen,0,bo3,YaLLa Compass Fall 2024 Contenders,2 - 0,Results for October 8th 2024,ALTERNATE aTTaX,Monte Gen,1
Galorys,Fluxo,0,def,ESL Challenger League Season 48 South America,1 - 0,Results for October 8th 2024,Galorys,Fluxo,1
Galorys,Fluxo,0,def,ESL Challenger League Season 48 South America,0 - 1,Results for October 8th 2024,Fluxo,Galorys,0
inSanitY,Fluxo,0,def,ESL Challenger League Season 48 South America,1 - 0,Results for October 8th 2024,inSanitY,Fluxo,1
inSanitY,Fluxo,0,def,ESL Challenger League Season 48 South America,0 - 1,Results for October 8th 2024,Fluxo,inSanitY,0
Sharks,Players,0,def,ESL Challenger League Season 48 South America,0 - 1,Results for October 8th 2024,Players,Sharks,0
Sharks,Players,0,def,ESL Challenger League Season 48 South America,1 - 0,Results for October 8th 2024,Sharks,Players,1
BESTIA,Players,0,def,ESL Challenger League Season 48 South America,1 - 0,Results for October 8th 2024,BESTIA,Players,1
BESTIA,Players,0,def,ESL Challenger League Season 48 South America,0 - 1,Results for October 8th 2024,Players,BESTIA,0
Metizport,ALTERNATE aTTaX,0,bo3,CCT Season 2 Europe Series 14,0 - 2,Results for October 8th 2024,ALTERNATE aTTaX,Metizport,0
NAVI Junior,L&G,0,bo3,United21 League Season 20,0 - 2,Results for October 8th 2024,L&G,NAVI Junior,0
ECLOT,WW,0,bo3,YaLLa Compass Fall 2024 Contenders,2 - 0,Results for October 8th 2024,ECLOT,WW,1
BOSS,FLUFFY AIMERS,0,inf,ESL Challenger League Season 48 North America,11 - 13,Results for October 8th 2024,FLUFFY AIMERS,BOSS,0
E-Xolos LAZER,Revenge Nation,0,anc,ESL Challenger League Season 48 North America,5 - 13,Results for October 8th 2024,Revenge Nation,E-Xolos LAZER,0
FLUFFY AIMERS,BOSS,0,vtg,ESL Challenger League Season 48 North America,11 - 13,Results for October 8th 2024,BOSS,FLUFFY AIMERS,0
Revenge Nation,E-Xolos LAZER,0,anb,ESL Challenger League Season 48 North America,4 - 13,Results for October 8th 2024,E-Xolos LAZER,Revenge Nation,0
Natus Vincere,Liquid,3,bo3,IEM Rio 2024,2 - 1,Results for October 8th 2024,Natus Vincere,Liquid,1
Complexity,Imperial,1,bo3,IEM Rio 2024,1 - 2,Results for October 8th 2024,Imperial,Complexity,0
BESTIA,RED Canids,0,d2,ESL Challenger League Season 48 South America,13 - 10,Results for October 8th 2024,BESTIA,RED Canids,1
BESTIA,RED Canids,0,anb,ESL Challenger League Season 48 South America,4 - 13,Results for October 8th 2024,RED Canids,BESTIA,0
FaZe,paiN,2,bo3,IEM Rio 2024,2 - 1,Results for October 8th 2024,FaZe,paiN,1
FURIA,MOUZ,2,bo3,IEM Rio 2024,2 - 1,Results for October 7th 2024,FURIA,MOUZ,1
megoshort,Lilmix,0,bo3,Svenska Cupen 2024 Closed Qualifier,0 - 2,Results for October 7th 2024,Lilmix,megoshort,0
GUN5,ALTERNATE aTTaX,0,bo3,CCT Season 2 Europe Series 14,2 - 1,Results for October 7th 2024,GUN5,ALTERNATE aTTaX,1
Astralis,Eternal Fire,2,inf,IEM Rio 2024,11 - 13,Results for October 7th 2024,Eternal Fire,Astralis,0
The MongolZ,Virtus.pro,2,mrg,IEM Rio 2024,10 - 13,Results for October 7th 2024,Virtus.pro,The MongolZ,0
HEROIC,G2,2,d2,IEM Rio 2024,10 - 13,Results for October 7th 2024,G2,HEROIC,0
Mindfreak,FlyQuest,0,def,ESL Challenger League Season 48 Oceania,1 - 0,Results for October 7th 2024,Mindfreak,FlyQuest,1
Housebets,Vantage,0,def,ESL Challenger League Season 48 Oceania,1 - 0,Results for October 7th 2024,Housebets,Vantage,1
Mindfreak,FlyQuest,0,def,ESL Challenger League Season 48 Oceania,0 - 1,Results for October 7th 2024,FlyQuest,Mindfreak,0
Housebets,Vantage,0,def,ESL Challenger League Season 48 Oceania,0 - 1,Results for October 7th 2024,Vantage,Housebets,0
Vitality,9z,1,mrg,IEM Rio 2024,13 - 3,Results for October 7th 2024,Vitality,9z,1
Liquid,Complexity,2,inf,IEM Rio 2024,13 - 6,Results for October 7th 2024,Liquid,Complexity,1
Natus Vincere,Imperial,2,nuke,IEM Rio 2024,13 - 2,Results for October 7th 2024,Natus Vincere,Imperial,1
MOUZ,paiN,2,d2,IEM Rio 2024,13 - 11,Results for October 7th 2024,MOUZ,paiN,1
FURIA,FaZe,2,d2,IEM Rio 2024,7 - 13,Results for October 7th 2024,FaZe,FURIA,0
Zero Tenacity,ECSTATIC,0,bo3,CCT Season 2 Europe Series 14,2 - 0,Results for October 7th 2024,Zero Tenacity,ECSTATIC,1
Johnny Speeds,Preasy,0,bo3,YaLLa Compass Fall 2024 Contenders,2 - 1,Results for October 7th 2024,Johnny Speeds,Preasy,1
NAVI Junior,UNiTY,0,bo3,United21 League Season 20,0 - 2,Results for October 7th 2024,UNiTY,NAVI Junior,0
Monte,Metizport,0,bo3,CCT Season 2 Europe Series 14,2 - 1,Results for October 7th 2024,Monte,Metizport,1
UNiTY,9INE,0,bo3,YaLLa Compass Fall 2024 Contenders,2 - 1,Results for October 7th 2024,UNiTY,9INE,1
Shimmer,Imp Pact fe,0,bo3,ESL Impact Autumn 2024 Cash Cup 1 North America,2 - 0,Results for October 7th 2024,Shimmer,Imp Pact fe,1
FlyQuest,BIG,1,bo3,ESL Challenger Atlanta 2024,2 - 1,Results for October 7th 2024,FlyQuest,BIG,1
MIBR,Imperial,2,mrg,ESL Challenger League Season 48 South America,13 - 8,Results for October 7th 2024,MIBR,Imperial,1
Imperial,MIBR,2,nuke,ESL Challenger League Season 48 South America,13 - 7,Results for October 7th 2024,Imperial,MIBR,1
Bad News Chickens,MIBR Academy,0,bo3,Liga Gamers Club 2024 Serie A September Cup,2 - 0,Results for October 7th 2024,Bad News Chickens,MIBR Academy,1
GamerLegion,Passion UA,0,bo3,CCT Season 2 Europe Series 13,1 - 2,Results for October 7th 2024,Passion UA,GamerLegion,0
JANO,Heimo,0,bo3,Elisa Open Finland Season 7,1 - 2,Results for October 6th 2024,Heimo,JANO,0
BIG,SAW,1,bo3,ESL Challenger Atlanta 2024,2 - 1,Results for October 6th 2024,BIG,SAW,1
Johnny Speeds,EYEBALLERS,0,bo3,Suicide Zero Charity Cup by Luddie 2024,0 - 2,Results for October 6th 2024,EYEBALLERS,Johnny Speeds,0
TSM,G2 Ares,0,bo3,CCT Season 2 Europe Series 14,2 - 0,Results for October 6th 2024,TSM,G2 Ares,1
GamerLegion,9 Pandas,0,bo3,CCT Season 2 Europe Series 13,1 - 2,Results for October 6th 2024,9 Pandas,GamerLegion,0
